timestamp,temperature,humidity,is_holiday,is_weekend,industrial_consumption,commercial_consumption,residential_consumption,total_consumption,anomaly_label
2024-01-04 05:00:00,-1.31,85.89,0,0,146.12,72.47,96.29,314.88,0
2024-01-04 06:00:00,-0.48,83.65,0,0,138.91,66.41,105.85,311.16,0
2024-01-04 07:00:00,-0.08,80.4,0,0,144.52,73.99,103.0,321.5,0
2024-01-04 08:00:00,1.08,76.04,0,0,163.73,79.81,95.89,339.42,0
2024-01-04 09:00:00,2.52,70.59,0,0,160.76,83.39,92.26,336.41,0
2024-01-04 10:00:00,4.3,65.76,0,0,161.65,85.09,78.69,325.43,0
2024-01-04 11:00:00,5.34,59.97,0,0,170.54,89.64,67.61,327.78,0
2024-01-04 12:00:00,6.13,56.55,0,0,169.09,84.92,60.36,314.37,0
2024-01-04 13:00:00,6.79,54.07,0,0,162.2,88.64,60.87,311.72,0
2024-01-04 14:00:00,7.6,52.47,0,0,168.15,93.01,63.48,324.64,0
2024-01-04 15:00:00,7.88,50.98,0,0,169.84,85.82,52.23,307.9,0
2024-01-04 16:00:00,7.55,52.1,0,0,167.45,74.76,58.49,300.71,0
2024-01-04 17:00:00,7.23,53.36,0,0,166.18,70.96,84.17,321.31,0
2024-01-04 18:00:00,6.47,55.94,0,0,169.37,61.3,81.95,312.62,0
2024-01-04 19:00:00,5.74,60.23,0,0,153.06,56.56,89.22,298.83,0
2024-01-04 20:00:00,4.31,66.22,0,0,145.13,60.96,92.36,298.45,0
2024-01-04 21:00:00,2.91,71.08,0,0,149.23,68.17,97.7,315.09,0
2024-01-04 22:00:00,1.5,75.38,0,0,147.77,68.95,109.59,326.32,0
2024-01-04 23:00:00,-0.15,80.24,0,0,154.59,69.54,98.63,322.76,0
2024-01-05 00:00:00,-1.08,84.61,0,0,147.65,71.51,96.18,315.35,0
2024-01-05 01:00:00,-1.77,87.86,0,0,146.97,71.53,102.19,320.68,0
2024-01-05 02:00:00,-2.25,91.42,0,0,154.08,77.21,104.05,335.34,0
2024-01-05 03:00:00,-2.47,91.48,0,0,151.01,77.96,104.13,333.1,0
2024-01-05 04:00:00,-2.72,91.2,0,0,158.42,72.09,102.66,333.17,0
2024-01-05 05:00:00,-2.31,90.36,0,0,146.53,70.32,99.86,316.7,0
2024-01-05 06:00:00,-1.58,88.33,0,0,147.9,72.36,109.22,329.48,0
2024-01-05 07:00:00,-0.75,83.26,0,0,154.46,71.01,107.34,332.81,0
2024-01-05 08:00:00,0.46,78.81,0,0,159.86,78.78,101.18,339.82,0
2024-01-05 09:00:00,1.93,74.9,0,0,170.25,79.45,92.37,342.06,0
2024-01-05 10:00:00,3.85,71.55,0,0,160.14,85.24,74.54,319.93,0
2024-01-05 11:00:00,5.13,67.31,0,0,167.41,89.83,67.5,324.74,0
2024-01-05 12:00:00,6.26,62.98,0,0,157.6,89.32,65.98,312.91,0
2024-01-05 13:00:00,7.05,59.21,0,0,165.15,93.04,59.61,317.8,0
2024-01-05 14:00:00,6.96,58.99,0,0,159.5,94.53,63.68,317.71,0
2024-01-05 15:00:00,7.16,58.53,0,0,172.68,84.62,60.94,318.24,0
2024-01-05 16:00:00,7.05,58.26,0,0,160.69,82.86,59.29,302.84,0
2024-01-05 17:00:00,7.34,59.22,0,0,161.66,71.91,80.96,314.53,0
2024-01-05 18:00:00,6.49,62.1,0,0,167.11,63.75,84.88,315.75,0
2024-01-05 19:00:00,5.55,65.91,0,0,147.57,57.11,90.02,294.7,0
2024-01-05 20:00:00,4.33,69.47,0,0,152.77,63.25,96.08,312.1,0
2024-01-05 21:00:00,2.68,73.79,0,0,147.13,63.03,101.09,311.26,0
2024-01-05 22:00:00,1.75,77.06,0,0,146.82,65.38,105.9,318.1,0
2024-01-05 23:00:00,0.77,81.91,0,0,149.87,65.58,89.35,304.79,0
2024-01-06 00:00:00,-0.04,85.22,0,1,92.61,29.61,97.69,219.91,0
2024-01-06 01:00:00,-1.13,88.51,0,1,99.07,30.05,113.88,242.99,0
2024-01-06 02:00:00,-1.21,90.9,0,1,100.99,32.6,109.75,243.34,0
2024-01-06 03:00:00,-1.84,91.79,0,1,99.69,30.95,114.99,245.63,0
2024-01-06 04:00:00,-1.49,90.86,0,1,100.05,30.22,112.04,242.31,0
2024-01-06 05:00:00,-0.33,88.67,0,1,89.78,29.72,110.31,229.81,0
2024-01-06 06:00:00,0.12,85.94,0,1,95.63,27.26,122.61,245.51,0
2024-01-06 07:00:00,0.95,83.02,0,1,96.57,27.51,114.88,238.96,0
2024-01-06 08:00:00,2.17,78.7,0,1,113.04,32.21,108.62,253.87,0
2024-01-06 09:00:00,3.29,73.63,0,1,104.9,30.31,103.0,238.21,0
2024-01-06 10:00:00,4.1,69.81,0,1,98.02,38.87,85.1,221.99,0
2024-01-06 11:00:00,5.33,66.06,0,1,103.21,37.44,81.76,222.41,0
2024-01-06 12:00:00,6.05,61.45,0,1,104.58,41.73,84.08,230.39,0
2024-01-06 13:00:00,7.01,59.33,0,1,98.6,33.45,69.56,201.61,0
2024-01-06 14:00:00,7.24,57.73,0,1,111.1,32.78,70.59,214.48,0
2024-01-06 15:00:00,7.91,56.79,0,1,100.95,34.72,62.87,198.54,0
2024-01-06 16:00:00,7.51,57.99,0,1,109.01,32.2,65.25,206.46,0
2024-01-06 17:00:00,6.92,59.24,0,1,102.86,28.31,92.78,223.95,0
2024-01-06 18:00:00,6.39,62.36,0,1,113.25,23.33,102.58,239.17,0
2024-01-06 19:00:00,4.99,65.84,0,1,96.38,23.34,107.96,227.67,0
2024-01-06 20:00:00,3.87,69.0,0,1,95.56,25.44,110.46,231.46,0
2024-01-06 21:00:00,3.0,72.67,0,1,99.59,22.33,116.78,238.7,0
2024-01-06 22:00:00,1.21,77.95,0,1,93.45,26.0,127.68,247.13,0
2024-01-06 23:00:00,0.08,81.58,0,1,99.78,28.88,109.52,238.18,0
2024-01-07 00:00:00,-0.86,86.27,0,1,95.55,30.65,112.04,238.25,0
2024-01-07 01:00:00,-1.41,89.65,0,1,95.1,28.4,113.89,237.39,0
2024-01-07 02:00:00,-2.28,92.38,0,1,97.13,27.82,122.11,247.05,0
2024-01-07 03:00:00,-2.84,93.1,0,1,93.12,30.55,117.72,241.39,0
2024-01-07 04:00:00,-2.47,92.35,0,1,96.71,29.45,113.38,239.54,0
2024-01-07 05:00:00,-1.86,89.52,0,1,98.83,25.82,119.72,244.37,0
2024-01-07 06:00:00,-0.96,87.13,0,1,88.24,27.64,123.78,239.66,0
2024-01-07 07:00:00,0.2,83.41,0,1,101.84,26.36,123.14,251.34,0
2024-01-07 08:00:00,1.21,79.39,0,1,110.49,30.71,119.66,260.85,0
2024-01-07 09:00:00,2.59,75.58,0,1,99.81,31.08,112.29,243.18,0
2024-01-07 10:00:00,3.99,70.22,0,1,99.18,33.33,76.65,209.16,0
2024-01-07 11:00:00,4.99,65.72,0,1,110.59,35.67,82.92,229.17,0
2024-01-07 12:00:00,6.62,61.67,0,1,110.28,37.81,70.56,218.66,0
2024-01-07 13:00:00,7.56,57.94,0,1,109.72,36.18,65.29,211.18,0
2024-01-07 14:00:00,7.68,56.13,0,1,101.52,42.03,67.71,211.26,0
2024-01-07 15:00:00,8.06,55.61,0,1,114.54,30.51,62.76,207.8,0
2024-01-07 16:00:00,7.59,56.08,0,1,104.2,34.1,69.33,207.63,0
2024-01-07 17:00:00,7.34,58.48,0,1,108.18,28.92,97.62,234.73,0
2024-01-07 18:00:00,6.9,60.01,0,1,108.23,22.61,95.33,226.17,0
2024-01-07 19:00:00,5.6,64.55,0,1,103.85,22.57,103.75,230.16,0
2024-01-07 20:00:00,4.69,69.03,0,1,97.98,20.46,106.03,224.47,0
2024-01-07 21:00:00,3.5,73.12,0,1,99.14,25.4,114.93,239.47,0
2024-01-07 22:00:00,2.44,76.95,0,1,97.17,25.28,123.27,245.72,0
2024-01-07 23:00:00,1.79,79.59,0,1,92.69,24.85,98.34,215.89,0
2024-01-08 00:00:00,0.62,82.95,0,0,140.68,66.1,89.34,296.12,0
2024-01-08 01:00:00,-0.45,86.75,0,0,150.09,73.43,98.45,321.97,0
2024-01-08 02:00:00,-1.26,88.74,0,0,144.31,72.11,96.93,313.35,0
2024-01-08 03:00:00,-1.71,90.3,0,0,151.36,73.91,99.0,324.27,0
2024-01-08 04:00:00,-1.57,89.29,0,0,150.55,73.56,97.55,321.67,0
2024-01-08 05:00:00,-0.98,87.9,0,0,150.45,72.21,92.17,314.83,0
2024-01-08 06:00:00,-0.11,84.51,0,0,145.75,69.39,102.4,317.53,0
2024-01-08 07:00:00,1.16,80.04,0,0,154.1,71.46,99.42,324.98,0
2024-01-08 08:00:00,2.34,75.7,0,0,166.85,79.94,94.62,341.42,0
2024-01-08 09:00:00,4.06,70.43,0,0,160.23,82.99,83.32,326.54,0
2024-01-08 10:00:00,5.23,64.95,0,0,173.22,84.33,67.44,324.99,0
2024-01-08 11:00:00,7.23,60.18,0,0,164.11,85.71,54.29,304.11,0
2024-01-08 12:00:00,8.38,56.6,0,0,159.62,89.75,61.32,310.68,0
2024-01-08 13:00:00,8.84,54.9,0,0,161.92,85.4,57.11,304.43,0
2024-01-08 14:00:00,8.95,54.0,0,0,158.92,90.16,50.06,299.14,0
2024-01-08 15:00:00,9.22,54.12,0,0,170.39,83.82,51.4,305.61,0
2024-01-08 16:00:00,8.93,55.21,0,0,169.27,76.16,49.65,295.08,0
2024-01-08 17:00:00,8.61,57.03,0,0,167.91,70.97,78.82,317.7,0
2024-01-08 18:00:00,7.91,58.95,0,0,167.16,64.8,80.83,312.78,0
2024-01-08 19:00:00,6.79,62.8,0,0,154.95,55.33,79.97,290.25,0
2024-01-08 20:00:00,5.27,67.68,0,0,148.99,62.02,87.82,298.83,0
2024-01-08 21:00:00,3.48,73.52,0,0,151.65,66.21,98.62,316.48,0
2024-01-08 22:00:00,2.03,78.58,0,0,146.71,65.27,109.51,321.49,0
2024-01-08 23:00:00,1.07,83.41,0,0,149.34,66.65,86.53,302.52,0
2024-01-09 00:00:00,0.08,86.25,0,0,151.75,69.56,96.05,317.37,0
2024-01-09 01:00:00,-1.13,89.01,0,0,137.63,69.34,98.47,305.43,0
2024-01-09 02:00:00,-1.58,90.95,0,0,147.47,68.97,97.08,313.53,0
2024-01-09 03:00:00,-1.64,92.12,0,0,150.61,72.18,98.61,321.4,0
2024-01-09 04:00:00,-1.76,91.41,0,0,149.64,71.09,102.27,323.01,0
2024-01-09 05:00:00,-1.21,89.39,0,0,148.14,76.83,100.45,325.43,0
2024-01-09 06:00:00,-0.41,86.83,0,0,152.31,69.65,109.09,331.05,0
2024-01-09 07:00:00,0.27,82.43,0,0,147.12,70.57,103.88,321.57,0
2024-01-09 08:00:00,1.6,78.96,0,0,160.06,74.27,98.61,332.94,0
2024-01-09 09:00:00,3.07,73.47,0,0,169.68,85.79,97.43,352.9,0
2024-01-09 10:00:00,4.69,67.28,0,0,169.12,84.85,78.58,332.55,0
2024-01-09 11:00:00,6.2,62.76,0,0,162.55,84.77,64.7,312.02,0
2024-01-09 12:00:00,6.79,60.4,0,0,164.67,91.88,56.63,313.17,0
2024-01-09 13:00:00,7.29,58.0,0,0,168.33,91.05,60.08,319.46,0
2024-01-09 14:00:00,7.94,56.48,0,0,165.12,90.9,57.08,313.09,0
2024-01-09 15:00:00,8.27,55.66,0,0,167.07,83.36,51.49,301.92,0
2024-01-09 16:00:00,8.24,55.96,0,0,166.85,78.5,55.76,301.11,0
2024-01-09 17:00:00,8.91,55.96,0,0,163.67,65.89,71.26,300.82,0
2024-01-09 18:00:00,8.22,57.29,0,0,167.01,64.68,78.6,310.29,0
2024-01-09 19:00:00,7.47,61.07,0,0,146.09,55.21,82.66,283.96,0
2024-01-09 20:00:00,6.47,66.2,0,0,151.53,56.73,86.93,295.18,0
2024-01-09 21:00:00,5.29,71.01,0,0,149.65,58.83,93.64,302.12,0
2024-01-09 22:00:00,3.8,76.17,0,0,148.51,61.66,98.75,308.93,0
2024-01-09 23:00:00,2.75,81.39,0,0,144.97,66.61,82.48,294.06,0
2024-01-10 00:00:00,1.38,85.4,0,0,150.47,64.89,90.11,305.48,0
2024-01-10 01:00:00,0.44,88.14,0,0,150.1,70.95,89.17,310.22,0
2024-01-10 02:00:00,-0.28,89.44,0,0,146.59,66.52,93.3,306.41,0
2024-01-10 03:00:00,-0.49,91.3,0,0,143.56,66.16,93.6,303.33,0
2024-01-10 04:00:00,0.33,90.48,0,0,143.37,72.84,88.76,304.97,0
2024-01-10 05:00:00,0.17,88.3,0,0,148.93,67.08,90.82,306.83,0
2024-01-10 06:00:00,1.11,84.49,0,0,151.17,68.02,101.97,321.15,0
2024-01-10 07:00:00,1.59,81.85,0,0,157.34,66.13,99.51,322.98,0
2024-01-10 08:00:00,2.6,76.86,0,0,164.76,74.68,87.67,327.11,0
2024-01-10 09:00:00,4.19,73.16,0,0,158.44,79.21,90.74,328.39,0
2024-01-10 10:00:00,5.46,66.62,0,0,164.11,86.41,70.45,320.96,0
2024-01-10 11:00:00,6.29,63.44,0,0,169.94,84.13,64.86,318.94,0
2024-01-10 12:00:00,7.07,60.11,0,0,162.21,91.31,56.51,310.02,0
2024-01-10 13:00:00,8.05,57.14,0,0,169.41,88.73,52.68,310.83,0
2024-01-10 14:00:00,8.3,55.3,0,0,165.64,83.35,59.64,308.63,0
2024-01-10 15:00:00,8.52,55.81,0,0,167.53,81.92,57.16,306.61,0
2024-01-10 16:00:00,8.34,56.73,0,0,372.28,74.03,58.33,658.16,1
2024-01-10 17:00:00,7.62,57.9,0,0,157.59,68.05,79.78,305.43,0
2024-01-10 18:00:00,7.47,59.16,0,0,168.52,63.0,84.77,316.3,0
2024-01-10 19:00:00,6.59,62.89,0,0,149.57,59.76,80.7,290.03,0
2024-01-10 20:00:00,4.72,67.6,0,0,146.15,61.32,89.52,296.99,0
2024-01-10 21:00:00,3.47,71.24,0,0,149.54,66.29,101.89,317.72,0
2024-01-10 22:00:00,1.95,76.05,0,0,156.71,66.26,102.93,325.9,0
2024-01-10 23:00:00,1.0,79.92,0,0,155.28,71.86,87.87,315.01,0
2024-01-11 00:00:00,-0.3,83.89,0,0,141.94,74.18,88.47,304.59,0
2024-01-11 01:00:00,-1.14,87.31,0,0,146.86,69.87,89.04,305.77,0
2024-01-11 02:00:00,-1.49,90.01,0,0,153.71,73.12,96.09,322.92,0
2024-01-11 03:00:00,-1.41,91.0,0,0,149.85,70.98,97.65,318.48,0
2024-01-11 04:00:00,-1.63,90.07,0,0,149.87,72.86,97.01,319.74,0
2024-01-11 05:00:00,-1.24,88.52,0,0,143.67,76.59,99.89,320.15,0
2024-01-11 06:00:00,-0.59,85.73,0,0,146.96,69.55,110.15,326.67,0
2024-01-11 07:00:00,0.25,81.21,0,0,144.51,66.52,105.18,316.21,0
2024-01-11 08:00:00,2.0,76.8,0,0,158.32,72.22,91.98,322.53,0
2024-01-11 09:00:00,3.41,73.25,0,0,159.9,79.66,90.7,330.26,0
2024-01-11 10:00:00,4.3,68.75,0,0,161.22,95.47,69.43,326.13,0
2024-01-11 11:00:00,5.79,63.13,0,0,161.89,92.38,72.02,326.28,0
2024-01-11 12:00:00,7.46,59.03,0,0,161.57,81.67,59.05,302.28,0
2024-01-11 13:00:00,8.53,55.21,0,0,169.01,87.8,51.5,308.32,0
2024-01-11 14:00:00,8.52,54.33,0,0,161.31,85.16,54.29,300.76,0
2024-01-11 15:00:00,8.51,54.16,0,0,170.63,85.71,54.67,311.01,0
2024-01-11 16:00:00,8.71,54.43,0,0,163.0,74.35,55.4,292.74,0
2024-01-11 17:00:00,7.96,56.15,0,0,166.69,68.96,72.99,308.64,0
2024-01-11 18:00:00,7.28,58.82,0,0,166.82,63.05,79.64,309.51,0
2024-01-11 19:00:00,6.45,62.44,0,0,146.35,55.35,86.9,288.6,0
2024-01-11 20:00:00,4.92,66.5,0,0,148.63,61.76,94.66,305.05,0
2024-01-11 21:00:00,3.58,70.35,0,0,147.93,61.97,108.15,318.05,0
2024-01-11 22:00:00,1.27,76.47,0,0,151.43,69.93,112.86,334.23,0
2024-01-11 23:00:00,-0.23,80.79,0,0,149.42,68.4,91.43,309.26,0
2024-01-12 00:00:00,-1.3,84.71,0,0,146.94,74.73,103.64,325.31,0
2024-01-12 01:00:00,-2.45,88.02,0,0,150.41,71.97,105.2,327.58,0
2024-01-12 02:00:00,-2.4,89.73,0,0,151.29,76.3,107.35,334.94,0
2024-01-12 03:00:00,-2.98,89.86,0,0,157.33,74.68,107.28,339.29,0
2024-01-12 04:00:00,-2.91,88.3,0,0,150.2,78.01,109.85,338.06,0
2024-01-12 05:00:00,-2.32,86.23,0,0,149.97,68.51,106.16,324.64,0
2024-01-12 06:00:00,-1.05,83.51,0,0,151.65,70.1,110.81,332.56,0
2024-01-12 07:00:00,-0.43,79.7,0,0,146.14,73.74,105.07,324.95,0
2024-01-12 08:00:00,1.17,75.06,0,0,158.03,76.18,97.86,332.06,0
2024-01-12 09:00:00,2.49,71.92,0,0,163.68,78.23,90.4,332.3,0
2024-01-12 10:00:00,3.51,66.29,0,0,169.21,85.93,76.46,331.6,0
2024-01-12 11:00:00,4.89,61.5,0,0,169.86,91.45,73.8,335.11,0
2024-01-12 12:00:00,6.01,59.1,0,0,157.41,89.72,67.17,314.3,0
2024-01-12 13:00:00,6.64,56.36,0,0,167.59,94.57,60.26,322.42,0
2024-01-12 14:00:00,7.19,54.14,0,0,156.19,92.09,63.01,311.29,0
2024-01-12 15:00:00,7.27,54.41,0,0,166.76,87.4,56.22,310.38,0
2024-01-12 16:00:00,7.17,55.04,0,0,166.52,82.96,61.22,310.7,0
2024-01-12 17:00:00,6.9,56.49,0,0,158.03,72.38,87.61,318.02,0
2024-01-12 18:00:00,6.61,59.2,0,0,168.92,69.53,81.2,319.66,0
2024-01-12 19:00:00,5.19,62.75,0,0,156.9,62.28,91.61,310.8,0
2024-01-12 20:00:00,4.65,66.1,0,0,149.68,60.35,91.44,301.47,0
2024-01-12 21:00:00,2.75,71.15,0,0,150.5,60.42,106.98,317.9,0
2024-01-12 22:00:00,1.42,75.28,0,0,155.85,61.22,114.83,331.9,0
2024-01-12 23:00:00,0.4,79.65,0,0,145.43,71.64,92.31,309.38,0
2024-01-13 00:00:00,-0.53,83.67,0,1,93.05,24.38,111.69,229.12,0
2024-01-13 01:00:00,-1.51,87.29,0,1,94.1,26.89,118.25,239.24,0
2024-01-13 02:00:00,-2.07,89.89,0,1,97.6,30.83,119.31,247.74,0
2024-01-13 03:00:00,-2.38,90.32,0,1,97.59,26.64,116.15,240.38,0
2024-01-13 04:00:00,-2.37,90.13,0,1,95.24,35.96,117.25,248.46,0
2024-01-13 05:00:00,-1.59,88.46,0,1,96.25,29.85,113.18,239.28,0
2024-01-13 06:00:00,-0.67,85.69,0,1,95.29,32.22,118.4,245.91,0
2024-01-13 07:00:00,0.16,81.73,0,1,95.49,30.47,122.23,248.18,0
2024-01-13 08:00:00,1.65,76.53,0,1,104.12,23.94,107.8,235.87,0
2024-01-13 09:00:00,3.05,72.16,0,1,104.16,34.41,106.84,245.41,0
2024-01-13 10:00:00,4.59,66.26,0,1,99.2,34.17,80.41,213.78,0
2024-01-13 11:00:00,5.98,61.73,0,1,106.3,35.17,74.74,216.22,0
2024-01-13 12:00:00,6.74,56.62,0,1,99.38,36.05,73.13,208.56,0
2024-01-13 13:00:00,7.36,53.23,0,1,110.2,38.73,72.85,221.78,0
2024-01-13 14:00:00,8.08,51.01,0,1,104.96,39.15,67.11,211.22,0
2024-01-13 15:00:00,8.43,51.28,0,1,106.72,30.38,62.35,199.45,0
2024-01-13 16:00:00,8.24,52.56,0,1,105.71,31.49,63.6,200.79,0
2024-01-13 17:00:00,7.76,54.15,0,1,106.22,32.28,87.94,226.44,0
2024-01-13 18:00:00,7.34,57.43,0,1,112.25,25.22,95.55,233.02,0
2024-01-13 19:00:00,6.09,61.98,0,1,92.05,23.62,99.85,215.52,0
2024-01-13 20:00:00,5.03,66.2,0,1,90.96,24.51,102.8,218.26,0
2024-01-13 21:00:00,3.65,70.1,0,1,97.93,30.35,115.08,243.37,0
2024-01-13 22:00:00,2.26,74.82,0,1,95.47,28.05,124.17,247.69,0
2024-01-13 23:00:00,1.37,79.04,0,1,98.89,32.06,98.7,229.66,0
2024-01-14 00:00:00,0.57,81.97,0,1,100.31,31.89,101.68,233.88,0
2024-01-14 01:00:00,-0.02,85.13,0,1,93.02,27.43,104.68,225.14,0
2024-01-14 02:00:00,-0.17,87.05,0,1,99.86,28.87,108.4,237.14,0
2024-01-14 03:00:00,-0.4,88.1,0,1,93.36,33.43,104.81,231.61,0
2024-01-14 04:00:00,-0.08,87.67,0,1,97.75,25.2,106.98,229.93,0
2024-01-14 05:00:00,0.25,86.51,0,1,92.5,29.69,103.8,225.99,0
2024-01-14 06:00:00,1.08,83.54,0,1,97.98,29.05,116.03,243.05,0
2024-01-14 07:00:00,2.01,80.03,0,1,97.36,25.68,111.44,234.49,0
